"","sample.name","file","Sequencing_facility","Sample_type","LibraryKit","Sequencing_platform","Sequencing_lane","Origin","Technical_dup","Target_species","Init_read_count","Init_q30_perc","Quality_trimmed_read_count","MIN_NREADS_10M_filter","Duplicate_removed_reads_count","Mapped_reads_count","Mapping_Perc","MIN_MAPPERC_80_NMAP_10M_filter","Primary_Mapped_reads_count","Properly_Paired_reads_count"
"76","RRAP-ECT01-2022-Ahya-SYKE-135a","/tgt_bck2/data_lecellier/230404-A00199A_L001/RRAP-ECT01-2022-Ahya-SYKE-135a_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Ahya",44134476,91.29,NA,"PASS",34691142,24690279,97.3247928146497,"PASS","31367220","27935210"
"77","RRAP-ECT01-2022-Aspat-CBHE-1717","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBHE-1717_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",30733396,89.77,NA,"PASS",25368951,26200541,94.9852107092816,"PASS","22869856","20610310"
"78","RRAP-ECT01-2022-Aspat-CBHE-1718","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1718_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",32400328,89.59,NA,"PASS",26568173,25830695,97.2242050667165,"PASS","24682316","22262330"
"79","RRAP-ECT01-2022-Aspat-CBHE-1719","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1719_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",33698382,89.65,NA,"PASS",27681593,25944893,93.7261558610446,"PASS","25642172","23100716"
"80","RRAP-ECT01-2022-Aspat-CBHE-1720","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBHE-1720_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",29602814,90.18,NA,"PASS",24610776,27521959,92.8241014384587,"PASS","22200099","19622856"
"81","RRAP-ECT01-2022-Aspat-CBHE-1721","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBHE-1721_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",35316850,90.13,NA,"PASS",29649583,31992963,95.9282686119362,"PASS","26193667","23481400"
"82","RRAP-ECT01-2022-Aspat-CBHE-1722","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBHE-1722_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",26513760,89.44,NA,"PASS",21845174,32267682,93.0141821217647,"PASS","19957625","17571114"
"83","RRAP-ECT01-2022-Aspat-CBHE-1723","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBHE-1723_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",33726502,90.19,NA,"PASS",27583811,35584908,95.6080629415151,"PASS","24511307","21757894"
"84","RRAP-ECT01-2022-Aspat-CBHE-1724","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBHE-1724_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",32207898,90.34,NA,"PASS",26736421,22240672,95.9557926382041,"PASS","24188295","21465146"
"85","RRAP-ECT01-2022-Aspat-CBHE-1725","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBHE-1725_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",42302850,89.53,NA,"PASS",34275477,22365252,93.7785420676617,"PASS","30269208","26469036"
"86","RRAP-ECT01-2022-Aspat-CBHE-1726","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1726_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",32607488,90.26,NA,"PASS",26890258,25945014,96.4848087363089,"PASS","24697837","22502500"
"87","RRAP-ECT01-2022-Aspat-CBHE-1727","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBHE-1727_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",35474584,90.85,NA,"PASS",29490968,25485497,95.321273554153,"PASS","27247886","25058456"
"88","RRAP-ECT01-2022-Aspat-CBHE-1728","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBHE-1728_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",28504602,89.43,NA,"PASS",23849008,28558208,96.8371333216326,"PASS","21863295","19579430"
"89","RRAP-ECT01-2022-Aspat-CBHE-1729","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBHE-1729_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",27531012,90.58,NA,"PASS",23178040,27546803,94.5749950192161,"PASS","20641327","18787228"
"90","RRAP-ECT01-2022-Aspat-CBHE-1730","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBHE-1730_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",35347522,90.48,NA,"PASS",29126941,31977131,93.2944886514636,"PASS","26215821","23333598"
"91","RRAP-ECT01-2022-Aspat-CBHE-1731","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBHE-1731_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",33672952,90.29,NA,"PASS",28246505,20538586,96.1764377541078,"PASS","24605600","22122312"
"92","RRAP-ECT01-2022-Aspat-CBHE-1732","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1732_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",32868678,90.15,NA,"PASS",27111881,22662735,96.9229273025067,"PASS","25313560","22632086"
"93","RRAP-ECT01-2022-Aspat-CBHE-1733","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1733_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",33949110,90.76,NA,"PASS",28284512,23286789,96.9496734335546,"PASS","26414705","23755572"
"94","RRAP-ECT01-2022-Aspat-CBHE-1734","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1734_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",28493356,90.1,NA,"PASS",23382223,25631473,98.0672638491006,"PASS","21546580","19250188"
"95","RRAP-ECT01-2022-Aspat-CBHE-1735","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1735_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",31799466,90.08,NA,"PASS",26136625,26052643,98.2491255300719,"PASS","24113908","21810236"
"96","RRAP-ECT01-2022-Aspat-CBHE-1736","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBHE-1736_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",26333492,90.05,NA,"PASS",21355112,26301821,97.0121586178399,"PASS","19533868","17291916"
"97","RRAP-ECT01-2022-Aspat-CBHE-1737","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1737_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",29432634,89.31,NA,"PASS",24019461,27792804,98.2615644915493,"PASS","22151672","19852150"
"98","RRAP-ECT01-2022-Aspat-CBHE-1738","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1738_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",39299806,90.42,NA,"PASS",31354586,27504107,97.3717173151156,"PASS","29046998","26159688"
"99","RRAP-ECT01-2022-Aspat-CBHE-1739","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1739_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",32151540,90.03,NA,"PASS",26516921,28997928,92.48384909308,"PASS","24730974","22339908"
"100","RRAP-ECT01-2022-Aspat-CBHE-1740","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1740_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",31694984,89.69,NA,"PASS",25860063,22469437,97.7442140783297,"PASS","23816446","21395650"
"101","RRAP-ECT01-2022-Aspat-CBHE-1741","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1741_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",38356458,90.46,NA,"PASS",31544693,23271291,96.4893027411351,"PASS","28580356","26366276"
"102","RRAP-ECT01-2022-Aspat-CBHE-1742","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1742_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",40365660,90.22,NA,"PASS",33111417,24248454,97.9541981402462,"PASS","28517319","25649854"
"103","RRAP-ECT01-2022-Aspat-CBHE-1743","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1743_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",30465410,89.65,NA,"PASS",24754890,25963076,97.4692092354424,"PASS","23118414","20699712"
"104","RRAP-ECT01-2022-Aspat-CBHE-1744","/tgt_bck2/data_lecellier/230404-A00199A_L001/RRAP-ECT01-2022-Aspat-CBHE-1744_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",31626740,91.4,NA,"PASS",24118001,27083359,96.0594068641682,"PASS","22114168","20118372"
"105","RRAP-ECT01-2022-Aspat-CBHE-1745","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-CBHE-1745_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",33512924,89.37,NA,"PASS",28194385,25025221,96.7716938663297,"PASS","26282682","23477450"
"106","RRAP-ECT01-2022-Aspat-CBHE-1746","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1746_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",30861402,90.04,NA,"PASS",25368398,30264902,97.7354242958296,"PASS","23475666","20909484"
"107","RRAP-ECT01-2022-Aspat-CBHE-1747","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1747_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",37166850,90.1,NA,"PASS",30966154,29936341,94.90135472233,"PASS","27030912","24377322"
"108","RRAP-ECT01-2022-Aspat-CBHE-1749","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1749_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",28373802,89.26,NA,"PASS",22987997,22864068,90.1281507803528,"PASS","21423644","19201916"
"109","RRAP-ECT01-2022-Aspat-CBHE-1750","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1750_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",33093358,89.39,NA,"PASS",26637208,30011323,90.6373864942113,"PASS","24315004","21858560"
"110","RRAP-ECT01-2022-Aspat-CBHE-1751","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1751_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",34953910,89.54,NA,"PASS",28612113,19090724,96.8469276946648,"PASS","25970231","23335722"
"111","RRAP-ECT01-2022-Aspat-CBHE-1752","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBHE-1752_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",24235214,90.36,NA,"PASS",19712266,23894907,96.676257727809,"PASS","18152869","16313530"
"112","RRAP-ECT01-2022-Aspat-CBHE-1753","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1753_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",34026322,90.08,NA,"PASS",27691689,23863683,96.0704629684388,"PASS","25606008","22913642"
"113","RRAP-ECT01-2022-Aspat-CBHE-1754","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1754_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",30622816,90.31,NA,"PASS",24839771,24440431,96.6876212159124,"PASS","22364571","19832740"
"114","RRAP-ECT01-2022-Aspat-CBHE-1755","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1755_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",31896716,90.76,NA,"PASS",26588112,24836154,95.0474231500655,"PASS","24279039","21899632"
"115","RRAP-ECT01-2022-Aspat-CBHE-1756","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1756_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",32266332,89.7,NA,"PASS",26130276,25479450,95.8302342039179,"PASS","24032285","21071956"
"116","RRAP-ECT01-2022-Aspat-CBHE-1757","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1757_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",29945904,89.98,NA,"PASS",24716417,26902705,97.1508274558479,"PASS","22730738","20158304"
"117","RRAP-ECT01-2022-Aspat-CBHE-1758","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1758_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",30920276,89.9,NA,"PASS",25277725,27301637,95.4198559190648,"PASS","23162017","20769608"
"118","RRAP-ECT01-2022-Aspat-CBHE-1759","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBHE-1759_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",38656470,90.2,NA,"PASS",31646936,23176778,97.0514777660083,"PASS","28721403","25553260"
"119","RRAP-ECT01-2022-Aspat-CBHE-1760","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1760_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",32271114,90.09,NA,"PASS",26295588,25445326,96.766522201367,"PASS","23929841","21528718"
"120","RRAP-ECT01-2022-Aspat-CBHE-1761","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1761_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",35597124,89.89,NA,"PASS",29680249,25449115,95.7357476584272,"PASS","27274534","24233176"
"121","RRAP-ECT01-2022-Aspat-CBHE-1762","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1762_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",39043558,90.3,NA,"PASS",31702409,28666627,96.5848601876622,"PASS","28753577","25968230"
"122","RRAP-ECT01-2022-Aspat-CBHE-1763","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1763_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",42474290,89.92,NA,"PASS",33641554,31157465,97.5571529943042,"PASS","30640429","27480610"
"123","RRAP-ECT01-2022-Aspat-CBHE-1764","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1764_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",32832650,89.72,NA,"PASS",27131401,29722688,95.705516415296,"PASS","24240592","21635990"
"124","RRAP-ECT01-2022-Aspat-CBHE-1765","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1765_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",29054156,89.06,NA,"PASS",23880912,30240657,95.3891453485443,"PASS","22067979","19748358"
"125","RRAP-ECT01-2022-Aspat-CBHE-1766","/tgt_bck2/data_lecellier/230404-A00199A_L001/RRAP-ECT01-2022-Aspat-CBHE-1766_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",39655262,90.69,NA,"PASS",31056400,29837810,94.2834086686939,"PASS","28645299","25402322"
"126","RRAP-ECT01-2022-Aspat-CBHE-1767","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1767_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",32713794,89.64,NA,"PASS",26582667,32273194,95.9325303462498,"PASS","24443726","21838618"
"127","RRAP-ECT01-2022-Aspat-CBHE-1768","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBHE-1768_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",37794090,90.74,NA,"PASS",31937653,25477335,93.9034994912353,"PASS","28739503","26058328"
"128","RRAP-ECT01-2022-Aspat-CBHE-1769","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1769_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",37820182,90.36,NA,"PASS",31144979,24333575,97.2809472372972,"PASS","28005127","25473742"
"129","RRAP-ECT01-2022-Aspat-CBHE-1770","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBHE-1770_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",30605206,89.65,NA,"PASS",25013711,25439416,97.0444036404389,"PASS","23110233","20563758"
"130","RRAP-ECT01-2022-Aspat-CBHE-1771","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1771_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",32398784,89.72,NA,"PASS",26958384,25891630,96.0429601418245,"PASS","24693426","22479800"
"131","RRAP-ECT01-2022-Aspat-CBHE-1772","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1772_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",35878994,89.91,NA,"PASS",29385574,25675206,97.0272451074097,"PASS","27129565","24900104"
"132","RRAP-ECT01-2022-Aspat-CBHE-1773","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1773_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",32133354,89.7,NA,"PASS",26461852,26830396,95.4145435791939,"PASS","24407646","21656578"
"133","RRAP-ECT01-2022-Aspat-CBHE-1774","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1774_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",32415480,88.7,NA,"PASS",26214202,27941794,96.5307273783157,"PASS","23678013","20846452"
"134","RRAP-ECT01-2022-Aspat-CBHE-1775","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBHE-1775_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",33569262,89.97,NA,"PASS",28119818,28436256,96.7694420398254,"PASS","25657174","22378082"
"135","RRAP-ECT01-2022-Aspat-CBHE-1776","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-CBHE-1776_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",34781006,90.44,NA,"PASS",28946010,29371925,94.307095214288,"PASS","26745502","24229368"
"136","RRAP-ECT01-2022-Aspat-CBHE-767","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBHE-767_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",39051436,90.77,NA,"PASS",33941235,20069480,96.0388016382242,"PASS","30741550","26903186"
"137","RRAP-ECT01-2022-Aspat-CBLM-1596","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-CBLM-1596_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",29823446,89.69,NA,"PASS",24998809,23113619,94.1787034702821,"PASS","22109953","19480204"
"138","RRAP-ECT01-2022-Aspat-CBLM-1597","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-CBLM-1597_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",37774360,91.36,NA,"PASS",28631815,23260485,93.0463727291968,"PASS","25465966","22921732"
"139","RRAP-ECT01-2022-Aspat-CBLM-1598","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-CBLM-1598_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",27898236,90.95,NA,"PASS",20897262,24953743,96.8088669362502,"PASS","18954922","16597142"
"140","RRAP-ECT01-2022-Aspat-CBLM-1599","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-CBLM-1599_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",34315580,89.7,NA,"PASS",28101420,24170788,93.6956911233263,"PASS","25873758","22784480"
"141","RRAP-ECT01-2022-Aspat-CBLM-1600","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-CBLM-1600_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",30679258,88.81,NA,"PASS",25797118,27363395,95.5698931415979,"PASS","20048486","17916296"
"142","RRAP-ECT01-2022-Aspat-CBLM-1601","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-CBLM-1601_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",30441950,89.7,NA,"PASS",25291568,26438842,94.0836512887961,"PASS","23273331","20805100"
"143","RRAP-ECT01-2022-Aspat-CBLM-1602","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-CBLM-1602_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",34642076,90.57,NA,"PASS",25776299,28133846,97.0175308403225,"PASS","22789880","20170282"
"144","RRAP-ECT01-2022-Aspat-CBLM-1603","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-CBLM-1603_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",32757254,91.16,NA,"PASS",24542299,32959767,97.1083315029639,"PASS","21736145","19164916"
"145","RRAP-ECT01-2022-Aspat-CBLM-1604","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-CBLM-1604_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",39012950,91.21,NA,"PASS",28998724,20671520,81.732852625033,"PASS","26063473","22726206"
